Tamilnadu,Madurai,,Venniar,Estate,,,,,
Tamilnadu,Madurai,,A.Ammapatti,625706,625538,,,,
Tamilnadu,Madurai,,A.Kokkulam,625514,,,,,
Tamilnadu,Madurai,,A.Pudupatti,625501,,,,,
Tamilnadu,Madurai,,A.Thottiapatti,625704,,,,,
Tamilnadu,Madurai,,A.Vellalapatti,625301,,,,,
Tamilnadu,Madurai,,Achampatti,625501,,,,,
Tamilnadu,Madurai,,Alagappa,Nagar,,,,,
Tamilnadu,Madurai,,Alagapuri,625501,625003,,,,
Tamilnadu,Madurai,,Alagarkoil,625301,,,,,
Tamilnadu,Madurai,,Alagichipatti,625109,,,,,
Tamilnadu,Madurai,,Alampatti,625706,,,,,
Tamilnadu,Madurai,,Alanganallur,625501,,,,,
Tamilnadu,Madurai,,Alappalacheri,625704,,,,,
Tamilnadu,Madurai,,Allikundam,625527,,,,,
Tamilnadu,Madurai,,Ambalakaranpatti,625109,,,,,
Tamilnadu,Madurai,,Anaiyur,625017,,,,,
Tamilnadu,Madurai,,Anaiyur,H.b.,,,,,
Tamilnadu,Madurai,,Andarkottaram,625020,colony,625017,,,
Tamilnadu,Madurai,,Andipatti,625218,,,,,
Tamilnadu,Madurai,,Anna,Nagar,,,,,
Tamilnadu,Madurai,,Anuppanadi,Housing,625020,,,,
Tamilnadu,Madurai,,Anuppanady,625009,board,colon,625009,,
Tamilnadu,Madurai,,Appakarai,625704,,,,,
Tamilnadu,Madurai,,Appantiruppathi,625301,,,,,
Tamilnadu,Madurai,,Arasapatti,625706,,,,,
Tamilnadu,Madurai,,Arasaradi,625016,,,,,
Tamilnadu,Madurai,,Arittapatti,625106,,,,,
Tamilnadu,Madurai,,Ariyapatti,625532,,,,,
Tamilnadu,Madurai,,Arukkampatti,625105,,,,,
Tamilnadu,Madurai,,Arumbanur,625104,,,,,
Tamilnadu,Madurai,,Athikaripatti,625527,,,,,
Tamilnadu,Madurai,,Athipatti,625705,,,,,
Tamilnadu,Madurai,,Attapatti,625108,,,,,
Tamilnadu,Madurai,,Austinpatti,625008,,,,,
Tamilnadu,Madurai,,Avalsurampatti,625701,,,,,
Tamilnadu,Madurai,,Avanivapuram,625012,,,,,
Tamilnadu,Madurai,,Ayyanarkulam,625537,,,,,
Tamilnadu,Madurai,,Ayyankottai,625221,,,,,
Tamilnadu,Madurai,,Ayyankuruvithurai,625207,,,,,
Tamilnadu,Madurai,,Ayyapatti,625103,,,,,
Tamilnadu,Madurai,,Ayyur,625501,,,,,
Tamilnadu,Madurai,,Boothipuram,625532,,,,,
Tamilnadu,Madurai,,Budamangalam,625108,,,,,
Tamilnadu,Madurai,,Buthagudi,625017,,,,,
Tamilnadu,Madurai,,Chatrapatti,625014,,,,,
Tamilnadu,Madurai,,Chatravellalapatti,625503,,,,,
Tamilnadu,Madurai,,Checkanurani,625514,,,,,
Tamilnadu,Madurai,,Chellampatti,625566,,,,,
Tamilnadu,Madurai,,Chettikulam,625514,,,,,
Tamilnadu,Madurai,,Chintamani,625009,,,,,
Tamilnadu,Madurai,,Chitoor,625707,,,,,
Tamilnadu,Madurai,,Chittampatti,625122,,,,,
Tamilnadu,Madurai,,Chockalingapuram,625103,,,,,
Tamilnadu,Madurai,,Deivanayagapuram,625703,,,,,
Tamilnadu,Madurai,,Denobli,Press,,,,,
Tamilnadu,Madurai,,Doddappanayakanur,625532,625007,,,,
Tamilnadu,Madurai,,E.Kottapatty,625535,,,,,
Tamilnadu,Madurai,,Ellis,Nagar,,,,,
Tamilnadu,Madurai,,Eravarpatti,625537,625016,,,,
Tamilnadu,Madurai,,Erkudi,Achampathu,,,,,
Tamilnadu,Madurai,,Errampatti,625501,625019,,,,
Tamilnadu,Madurai,,Erumarpatti,625527,,,,,
Tamilnadu,Madurai,,Ettimangalam,625105,,,,,
Tamilnadu,Madurai,,Gandhi,Nagar,,,,,
Tamilnadu,Madurai,,Ganjampatti,625708,625020,,,,
Tamilnadu,Madurai,,Gnanaolivupuram,625016,,,,,
Tamilnadu,Madurai,,Harveypatti,625005,,,,,
Tamilnadu,Madurai,,Ilamanur,625201,,,,,
Tamilnadu,Madurai,,Irumbadi,625205,,,,,
Tamilnadu,Madurai,,Jaihindpuram,625011,,,,,
Tamilnadu,Madurai,,Jari,Usilampatti,,,,,
Tamilnadu,Madurai,,Jayankondanilai,625102,625702,,,,
Tamilnadu,Madurai,,Jothilnayakanur,625535,,,,,
Tamilnadu,Madurai,,Jothimanickam,625514,,,,,
Tamilnadu,Madurai,,K.Pudur,625007,,,,,
Tamilnadu,Madurai,,K.Sennampatti,625701,,,,,
Tamilnadu,Madurai,,Kachakatti,625218,,,,,
Tamilnadu,Madurai,,Kachirayanpatti,625101,,,,,
Tamilnadu,Madurai,,Kachirayiruppu,625234,,,,,
Tamilnadu,Madurai,,Kadaneri,625702,,,,,
Tamilnadu,Madurai,,Kadupatti,625207,,,,,
Tamilnadu,Madurai,,Kalappanpatti,625529,,,,,
Tamilnadu,Madurai,,Kalimangalam,625020,,,,,
Tamilnadu,Madurai,,Kallampatti,625106,,,,,
Tamilnadu,Madurai,,Kallanai,625501,,,,,
Tamilnadu,Madurai,,Kallandiri,625301,,,,,
Tamilnadu,Madurai,,Kalligudi,625701,,,,,
Tamilnadu,Madurai,,Kalluthu,625537,,,,,
Tamilnadu,Madurai,,Kalpalam,Road,,,,,
Tamilnadu,Madurai,,Kalvelipatti,625221,625002,,,,
Tamilnadu,Madurai,,Kambur,625101,,,,,
Tamilnadu,Madurai,,Kancharampettai,625014,,,,,
Tamilnadu,Madurai,,Kangeyanatham,625706,,,,,
Tamilnadu,Madurai,,Kappalur,625008,,,,,
Tamilnadu,Madurai,,Kappalur,Indl.estate,,,,,
Tamilnadu,Madurai,,Karadikal,625706,625008,,,,
Tamilnadu,Madurai,,Karaikeni,625702,,,,,
Tamilnadu,Madurai,,Karumathur,625514,,,,,
Tamilnadu,Madurai,,Karungalakudi,625101,,,,,
Tamilnadu,Madurai,,Karupatti,625205,,,,,
Tamilnadu,Madurai,,Karuppayurani,625020,,,,,
Tamilnadu,Madurai,,Karuvanur,625014,,,,,
Tamilnadu,Madurai,,Kathakinaru,625107,,,,,
Tamilnadu,Madurai,,Kattathevanpatti,625529,,,,,
Tamilnadu,Madurai,,Keelamathur,625016,,,,,
Tamilnadu,Madurai,,Keerathurai,625001,,,,,
Tamilnadu,Madurai,,Kesampatti,625105,,,,,
Tamilnadu,Madurai,,Kethuvarpatti,625705,,,,,
Tamilnadu,Madurai,,Kidaripatti,625301,,,,,
Tamilnadu,Madurai,,Kilaiyur,625106,,,,,
Tamilnadu,Madurai,,Kilakuyilkudi,625019,,,,,
Tamilnadu,Madurai,,Kilavalavu,625102,,,,,
Tamilnadu,Madurai,,Kilavaneri,625704,,,,,
Tamilnadu,Madurai,,Kinnimangalam,625514,,,,,
Tamilnadu,Madurai,,Kochadai,625016,,,,,
Tamilnadu,Madurai,,Kodangipatti,625503,,,,,
Tamilnadu,Madurai,,Kodikulam,625514,,,,,
Tamilnadu,Madurai,,Kodimangalam,625016,,,,,
Tamilnadu,Madurai,,Kodukkampatti,625108,,,,,
Tamilnadu,Madurai,,Kondayampatti,625221,,,,,
Tamilnadu,Madurai,,Kongampatti,625102,,,,,
Tamilnadu,Madurai,,Koothiyargundu,625008,,,,,
Tamilnadu,Madurai,,Koovalapuram,625703,,,,,
Tamilnadu,Madurai,,Koppinaickanpatti,625702,,,,,
Tamilnadu,Madurai,,Kottagudi,625106,,,,,
Tamilnadu,Madurai,,Kottampatti,625103,,,,,
Tamilnadu,Madurai,,Kottanathampatti,625109,,,,,
Tamilnadu,Madurai,,Kovilangulam,625514,,,,,
Tamilnadu,Madurai,,Krishnapuram,Colony,,,,,
Tamilnadu,Madurai,,Kudakoil,625022,625014,,,,
Tamilnadu,Madurai,,Kuduseri,625705,,,,,
Tamilnadu,Madurai,,Kulamangalam,625017,,,,,
Tamilnadu,Madurai,,Kulasekarankottai,625218,,,,,
Tamilnadu,Madurai,,Kumaram,625018,,,,,
Tamilnadu,Madurai,,Kunnarampatti,625101,,,,,
Tamilnadu,Madurai,,Kuppalnatham,625527,,,,,
Tamilnadu,Madurai,,Kuraiyur,625701,,,,,
Tamilnadu,Madurai,,Kuravagudi,625537,,,,,
Tamilnadu,Madurai,,Kurichipatti,625109,,,,,
Tamilnadu,Madurai,,Kusavangundu,625022,,,,,
Tamilnadu,Madurai,,Kuttimeichanpatti,625501,,,,,
Tamilnadu,Madurai,,Lakshmipuram,625301,,,,,
Tamilnadu,Madurai,,Lalapuram,625707,,,,,
Tamilnadu,Madurai,,M.Kallupatti,625535,,,,,
Tamilnadu,Madurai,,M.Pudupatti,625702,,,,,
Tamilnadu,Madurai,,M.Puliyankulam,625707,,,,,
Tamilnadu,Madurai,,M.Subbulapuram,625702,,,,,
Tamilnadu,Madurai,,Ma,Munichalai,,,,,
Tamilnadu,Madurai,,Ma,Periyar,road,625009,,,
Tamilnadu,Madurai,,Ma,Race,bus,stand,625001,,
Tamilnadu,Madurai,,Ma,Rajaji,course,625002,,,
Tamilnadu,Madurai,,Ma,Reserve,hospital,625020,,,
Tamilnadu,Madurai,,Ma,West,lines,625014,,,
Tamilnadu,Madurai,,Madakkulam,625003,masi,street,625001,,
Tamilnadu,Madurai,,Madipanur,625704,,,,,
Tamilnadu,Madurai,,Madurai,625001,,,,,
Tamilnadu,Madurai,,Madurai,Agricultural,,,,,
Tamilnadu,Madurai,,Madurai,Bazaar,college,625104,,,
Tamilnadu,Madurai,,Madurai,Bibikulam,625001,,,,
Tamilnadu,Madurai,,Madurai,Corporation,625002,,,,
Tamilnadu,Madurai,,Madurai,Courts,building,625002,,,
Tamilnadu,Madurai,,Madurai,East,625020,,,,
Tamilnadu,Madurai,,Madurai,North,625009,,,,
Tamilnadu,Madurai,,Madurai,Palace,625014,,,,
Tamilnadu,Madurai,,Madurai,Railway,625001,,,,
Tamilnadu,Madurai,,Madurai,West,divl,office,625016,,
Tamilnadu,Madurai,,Malampatti,625102,625001,,,,
Tamilnadu,Madurai,,Mallapuram,625535,,,,,
Tamilnadu,Madurai,,Manappachery,625103,,,,,
Tamilnadu,Madurai,,Mangalampatti,625101,,,,,
Tamilnadu,Madurai,,Mangalrevu,625703,,,,,
Tamilnadu,Madurai,,Mangulam,625301,,,,,
Tamilnadu,Madurai,,Mannadimangalam,625207,,,,,
Tamilnadu,Madurai,,Manuthu,625527,,,,,
Tamilnadu,Madurai,,Mariammalkulam,625221,,,,,
Tamilnadu,Madurai,,Marudangudi,625701,,,,,
Tamilnadu,Madurai,,Mathur,625301,,,,,
Tamilnadu,Madurai,,Meenambalpuram,625002,,,,,
Tamilnadu,Madurai,,Meikilarpatti,625532,,,,,
Tamilnadu,Madurai,,Melakkal,625234,,,,,
Tamilnadu,Madurai,,Melakottai,625706,,,,,
Tamilnadu,Madurai,,Melanachikulam,625205,,,,,
Tamilnadu,Madurai,,Melauppiligundu,625022,,,,,
Tamilnadu,Madurai,,Melavlavu,625105,,,,,
Tamilnadu,Madurai,,Melur,625106,,,,,
Tamilnadu,Madurai,,Melur,East,,,,,
Tamilnadu,Madurai,,Melur,South,625106,,,,
Tamilnadu,Madurai,,Mettupatti,625502,625106,,,,
Tamilnadu,Madurai,,Mudakkuchalai,625016,,,,,
Tamilnadu,Madurai,,Mudalaikulam,625514,,,,,
Tamilnadu,Madurai,,Muduvarpatti,625503,,,,,
Tamilnadu,Madurai,,Mullipallam,625207,,,,,
Tamilnadu,Madurai,,Municipal,Colony,,,,,
Tamilnadu,Madurai,,Muthusamypatti,625102,625020,,,,
Tamilnadu,Madurai,,Nachikulam,625205,,,,,
Tamilnadu,Madurai,,Nadumudalaikulam,625514,,,,,
Tamilnadu,Madurai,,Nagamalai,625019,,,,,
Tamilnadu,Madurai,,Nakkalapatti,625532,,,,,
Tamilnadu,Madurai,,Nallamaram,625702,,,,,
Tamilnadu,Madurai,,Nallur,625022,,,,,
Tamilnadu,Madurai,,Nariampatti,625207,,,,,
Tamilnadu,theni,Venkatachalapuram,625572,,,,,,
Tamilnadu,theni,Venniar,Estate,625538,,,,,
Tamilnadu,Thanjavur,Achampatti,613402,,,,,,
Tamilnadu,Thanjavur,Adambai,614602,,,,,,
Tamilnadu,Thanjavur,Adanur,612301,,,,,,
Tamilnadu,Thanjavur,Adirampattinam,614701,,,,,,
Tamilnadu,Thanjavur,Adirampattinam,R.s,614701,,,,,
Tamilnadu,Thanjavur,Adirampattinam,Town,614701,,,,,
Tamilnadu,Thanjavur,Adirampattinam,West,614701,,,,,
Tamilnadu,Thanjavur,Aduthurai,612101,,,,,,
Tamilnadu,Thanjavur,Aduthurai,Bazar,612101,,,,,
Tamilnadu,Thanjavur,Agaramangudi,614303,,,,,,
Tamilnadu,Thanjavur,Aimbadumelnagaram,613101,,,,,,
Tamilnadu,Thanjavur,Aiyanapuram,613602,,,,,,
Tamilnadu,Thanjavur,Akkaraivattam,614614,,,,,,
Tamilnadu,Thanjavur,Aladikkumulai,614615,,,,,,
Tamilnadu,Thanjavur,Alagiyanayakipuram,614723,,,,,,
Tamilnadu,Thanjavur,Alakkudi,613601,,,,,,
Tamilnadu,Thanjavur,Alampallam,614901,,,,,,
Tamilnadu,Thanjavur,Alathur,614901,,,,,,
Tamilnadu,Thanjavur,Alivalam,614602,,,,,,
Tamilnadu,Thanjavur,Allur,613101,,,,,,
Tamilnadu,Thanjavur,Ambalapattu,614626,,,,,,
Tamilnadu,Thanjavur,Ambalapattu,North,614626,,,,,
Tamilnadu,Thanjavur,Ammachathiram,612103,,,,,,
Tamilnadu,Thanjavur,Ammaiyandi,614623,,,,,,
Tamilnadu,Thanjavur,Ammangudi,612202,,,,,,
Tamilnadu,Thanjavur,Ammanichatram,614802,,,,,,
Tamilnadu,Thanjavur,Ammapet,614401,,,,,,
Tamilnadu,Thanjavur,Anaikadu,614602,,,,,,
Tamilnadu,Thanjavur,Anaikudi,612105,,,,,,
Tamilnadu,Thanjavur,Andalampettai,612104,,,,,,
Tamilnadu,Thanjavur,Andami,614903,,,,,,
Tamilnadu,Thanjavur,Andikadu,614723,,,,,,
Tamilnadu,Thanjavur,Annalagraharam,612401,,,,,,
Tamilnadu,Thanjavur,Annappanpettai,613003,,,,,,
Tamilnadu,Thanjavur,Aralur,612106,,,,,,
Tamilnadu,Thanjavur,Arasapattu,614019,,,,,,
Tamilnadu,Thanjavur,Arcadu,613205,,,,,,
Tamilnadu,Thanjavur,Arisikara,Street,613001,,,,,
Tamilnadu,Thanjavur,Arsuthipattu,613504,,,,,,
Tamilnadu,Thanjavur,Arundavapuram,614402,,,,,,
Tamilnadu,Thanjavur,Asoor,612501,,,,,,
Tamilnadu,Thanjavur,Athikottai,614906,,,,,,
Tamilnadu,Thanjavur,Atthiyur,612503,,,,,,
Tamilnadu,Thanjavur,Attivetti,614613,,,,,,
Tamilnadu,Thanjavur,Avanam,614623,,,,,,
Tamilnadu,Thanjavur,Avaniapuram,612107,,,,,,
Tamilnadu,Thanjavur,Avarampatti,613602,,,,,,
Tamilnadu,Thanjavur,Ayyamp,R.s.,614211,,,,,
Tamilnadu,Thanjavur,Ayyampet,614201,,,,,,
Tamilnadu,Thanjavur,Ayyampet,Bazaar,614201,,,,,
Tamilnadu,Thanjavur,Ayyavadi,612204,,,,,,
Tamilnadu,Thanjavur,Azhiavaikal,614904,,,,,,
Tamilnadu,Thanjavur,Baburajapuram,612302,,,,,,
Tamilnadu,Thanjavur,Budalur,613602,,,,,,
Tamilnadu,Thanjavur,Chakrapalli,614211,,,,,,
Tamilnadu,Thanjavur,Chennampatti,613403,,,,,,
Tamilnadu,Thanjavur,Chinnakadaitheru,614401,,,,,,
Tamilnadu,Thanjavur,Chitrakudi,613602,,,,,,
Tamilnadu,Thanjavur,Chokkanathapuram,614803,,,,,,
Tamilnadu,Thanjavur,Cholagankarai,614626,,,,,,
Tamilnadu,Thanjavur,Cholanmaligai,612703,,,,,,
Tamilnadu,Thanjavur,Cholapuram,614902,,,,,,
Tamilnadu,Thanjavur,Co-operative,Buildings,613009,,,,,
Tamilnadu,Thanjavur,Darasuram,612702,,,,,,
Tamilnadu,Thanjavur,Devanancheri,612501,,,,,,
Tamilnadu,Thanjavur,Devarayanpettai,614204,,,,,,
Tamilnadu,Thanjavur,Eachankottai,614902,,,,,,
Tamilnadu,Thanjavur,Elangadu-tpl,613104,,,,,,
Tamilnadu,Thanjavur,Enadi,614615,,,,,,
Tamilnadu,Thanjavur,Enathikarambai,614623,,,,,,
Tamilnadu,Thanjavur,Engan,612603,,,,,,
Tamilnadu,Thanjavur,Eraharam,612303,,,,,,
Tamilnadu,Thanjavur,Eripurakarai,614701,,,,,,
Tamilnadu,Thanjavur,Ganapathi,Agraharam,614202,,,,,
Tamilnadu,Thanjavur,Ganapathi,Nagar,613007,,,,,
Tamilnadu,Thanjavur,Gangadarapuram,612302,,,,,,
Tamilnadu,Thanjavur,Govindapuram,612101,,,,,,
Tamilnadu,Thanjavur,Gudalur,613003,,,,,,
Tamilnadu,Thanjavur,Ichangudi,613204,,,,,,
Tamilnadu,Thanjavur,Idaiyiruppu,614302,,,,,,
Tamilnadu,Thanjavur,Idayathi,614628,,,,,,
Tamilnadu,Thanjavur,Ilangadu,614903,,,,,,
Tamilnadu,Thanjavur,Ilangarkudi,614203,,,,,,
Tamilnadu,Thanjavur,Iluppakorai,614202,,,,,,
Tamilnadu,Thanjavur,Inayathukanpatti,613005,,,,,,
Tamilnadu,Thanjavur,Indalur,613102,,,,,,
Tamilnadu,Thanjavur,Injikollai,612605,,,,,,
Tamilnadu,Thanjavur,Innambur,612303,,,,,,
Tamilnadu,Thanjavur,Irudayapuram,613001,,,,,,
Tamilnadu,Thanjavur,Irumbuthalai,613504,,,,,,
Tamilnadu,Thanjavur,Jambugambalpuram,613502,,,,,,
Tamilnadu,Thanjavur,Kabistalam,614203,,,,,,
Tamilnadu,Thanjavur,Kachamangalam,613102,,,,,,
Tamilnadu,Thanjavur,Kadakadappai,613003,,,,,,
Tamilnadu,Thanjavur,Kadanthankudi,614903,,,,,,
Tamilnadu,Thanjavur,Kadichambadi,612501,,,,,,
Tamilnadu,Thanjavur,Kadiramangalam,612106,,,,,,
Tamilnadu,Thanjavur,Kaduvettividuthi,614614,,,,,,
Tamilnadu,Thanjavur,Kakkarai,614625,,,,,,
Tamilnadu,Thanjavur,Kakkaraikottai,614902,,,,,,
Tamilnadu,Thanjavur,Kalagam,614804,,,,,,
Tamilnadu,Thanjavur,Kalancheri,613504,,,,,,
Tamilnadu,Thanjavur,Kalanivasal,614804,,,,,,
Tamilnadu,Thanjavur,Kalathur,612802,,,,,,
Tamilnadu,Thanjavur,Kalimedu,613002,,,,,,
Tamilnadu,Thanjavur,Kallaperambur,613601,,,,,,
Tamilnadu,Thanjavur,Kallapuliyur,612501,,,,,,
Tamilnadu,Thanjavur,Kallur,612503,,,,,,
Tamilnadu,Thanjavur,Kallurnikadu,614628,,,,,,
Tamilnadu,Thanjavur,Kalumangalam,613602,,,,,,
Tamilnadu,Thanjavur,Kalvirayanpettai,613601,,,,,,
Tamilnadu,Thanjavur,Kalyanaodai,614903,,,,,,
Tamilnadu,Thanjavur,Kalyanapuram,613201,,,,,,
Tamilnadu,Thanjavur,Kandamangalam,614602,,,,,,
Tamilnadu,Thanjavur,Kandithampattu,613504,,,,,,
Tamilnadu,Thanjavur,Kandamangalam,613104,,,,,,
Tamilnadu,Thanjavur,Kandithampattu,614904,,,,,,
Tamilnadu,Thanjavur,Kandiyur,613202,,,,,,
Tamilnadu,Thanjavur,Kangeyampatti,613602,,,,,,
Tamilnadu,Thanjavur,Kanjanur,609804,,,,,,
Tamilnadu,Thanjavur,Kannanthankudi,614625,,,,,,
Tamilnadu,Thanjavur,Kannathankudimelaiyur,614625,,,,,,
Tamilnadu,Thanjavur,Kannugudi,614901,,,,,,
Tamilnadu,Thanjavur,Kannugudi,Kilpathi,614901,,,,,
Tamilnadu,Thanjavur,Karambakadu,614802,,,,,,
Tamilnadu,Thanjavur,Karambayam,614626,,,,,,
Tamilnadu,Thanjavur,Karukadipatti,614902,,,,,,
Tamilnadu,Thanjavur,Karunthattankudi,613002,,,,,,
Tamilnadu,Thanjavur,Karuppamanai,614804,,,,,,
Tamilnadu,Thanjavur,Karuppur,609807,,,,,,
Tamilnadu,Thanjavur,Karuppur-kbs,614203,,,,,,
Tamilnadu,Thanjavur,Kasanadupudur,614904,,,,,,
Tamilnadu,Thanjavur,Kasangadu,614613,,,,,,
Tamilnadu,Thanjavur,Kattayankadu,614803,,,,,,
Tamilnadu,Thanjavur,Kattur,614019,,,,,,
Tamilnadu,Thanjavur,Kavalur,614303,,,,,,
Tamilnadu,Thanjavur,Kavarapattu,614625,,,,,,
Tamilnadu,Thanjavur,Kilakadu,614704,,,,,,
Tamilnadu,Thanjavur,Kilakattur,609807,,,,,,
Tamilnadu,Thanjavur,Kilakurichi,614615,,,,,,
Tamilnadu,Thanjavur,Kilamangalam,614615,,,,,,
Tamilnadu,Thanjavur,Kilathirupanthuruthi,613103,,,,,,
Tamilnadu,Thanjavur,Kilauluvur,614904,,,,,,
Tamilnadu,Thanjavur,Kilavastachavadi,614904,,,,,,
Tamilnadu,Thanjavur,Kiliyur,614208,,,,,,
Tamilnadu,Thanjavur,Koildevarayanpettai,614204,,,,,,
Tamilnadu,Thanjavur,Kokkeri,614402,,,,,,
Tamilnadu,Thanjavur,Kollaikadu,614628,,,,,,
Tamilnadu,Thanjavur,Konerirajapuram,613101,,,,,,
Tamilnadu,Thanjavur,Konulampallam,609807,,,,,,
Tamilnadu,Thanjavur,Koohur,612602,,,,,,
Tamilnadu,Thanjavur,Koorchi,612504,,,,,,
Tamilnadu,Thanjavur,Koranattukkaruppur,612501,,,,,,
Tamilnadu,Thanjavur,Korukkai,Thottam,612401,,,,,
Tamilnadu,Thanjavur,Kothangudi,612602,,,,,,
Tamilnadu,Thanjavur,Kottaitheru,614902,,,,,,
Tamilnadu,Thanjavur,Kottaiyur,612302,,,,,,
Tamilnadu,Thanjavur,Kovathagudi,614301,,,,,,
Tamilnadu,Thanjavur,Kovilacherri,612503,,,,,,
Tamilnadu,Thanjavur,Koviladi-tpl,613105,,,,,,
Tamilnadu,Thanjavur,Kovilur,613502,,,,,,
Tamilnadu,Thanjavur,Krishnapuram,612401,,,,,,
Tamilnadu,Thanjavur,Krishnarayar,Agraharam,612001,,,,,
Tamilnadu,Thanjavur,Kulamangalam,614019,,,,,,
Tamilnadu,Thanjavur,Kulichapattu,613501,,,,,,
Tamilnadu,Thanjavur,Kumaramangalam,612602,,,,,,
Tamilnadu,Thanjavur,Kumbakonam,612001,,,,,,
Tamilnadu,Thanjavur,Kumbakonam,Bazar,612001,,,,,
Tamilnadu,Thanjavur,Kumbakonam,City,612001,,,,,
Tamilnadu,Thanjavur,Kumbakonam,Cutchery,612001,,,,,
Tamilnadu,Thanjavur,Kumbakonam,East,612001,,,,,
Tamilnadu,Thanjavur,Kumbakonam,Extn.,612001,,,,,
Tamilnadu,Thanjavur,Kumbakonam,Market,612001,,,,,
Tamilnadu,Thanjavur,Kumbakonam,R.s.,612001,,,,,
Tamilnadu,Thanjavur,Kumbakonam,West,612001,,,,,
Tamilnadu,Thanjavur,Kumilakudi,613502,,,,,,
Tamilnadu,Thanjavur,Kuruchi,614602,,,,,,
Tamilnadu,Thanjavur,Kurungulam,613303,,,,,,
Tamilnadu,Thanjavur,Kurungulam,Melpathy,613303,,,,,
Tamilnadu,Thanjavur,Kuruvikarambai,614802,,,,,,
Tamilnadu,Thanjavur,Kuthur,613104,,,,,,
Tamilnadu,Thanjavur,Lower,Anicut,612502,,,,,
Tamilnadu,Thanjavur,Madalampettai,612001,,,,,,
Tamilnadu,Thanjavur,Madukkur,614903,,,,,,
Tamilnadu,Thanjavur,Madukkur,Bazaar,614903,,,,,
Tamilnadu,Thanjavur,Madukkur,North,614903,,,,,
Tamilnadu,Thanjavur,Magilankottai,614701,,,,,,
Tamilnadu,Thanjavur,Mahadana,Street,612104,,,,,
Tamilnadu,Thanjavur,Maharajapuram,612503,,,,,,
Tamilnadu,Thanjavur,Mahimalai,614401,,,,,,
Tamilnadu,Thanjavur,Maliyakadu,614602,,,,,,
Tamilnadu,Thanjavur,Mallipattinam,614723,,,,,,
Tamilnadu,Thanjavur,Manakadu,614612,,,,,,
Tamilnadu,Thanjavur,Manalur,609804,,,,,,
Tamilnadu,Thanjavur,Manambadi,612503,,,,,,
Tamilnadu,Thanjavur,Manambuchavadi,613001,,,,,,
Tamilnadu,Thanjavur,Manangorai,614206,,,,,,
Tamilnadu,Thanjavur,Manayeripatti,613402,,,,,,
Tamilnadu,Thanjavur,Manikudi,612504,,,,,,
Tamilnadu,Thanjavur,Manjavayal,614613,,,,,,
Tamilnadu,Thanjavur,Mannangadu,614613,,,,,,
Tamilnadu,Thanjavur,Manojipatti,613004,,,,,,
Tamilnadu,Thanjavur,Maravakadu,614704,,,,,,
Tamilnadu,Thanjavur,Mariammankoil,613501,,,,,,
Tamilnadu,Thanjavur,Marudakudi,613602,,,,,,
Tamilnadu,Thanjavur,Marudanallur,612402,,,,,,
Tamilnadu,Thanjavur,Marungapallam,614802,,,,,,
Tamilnadu,Thanjavur,Marungulam,613006,,,,,,
Tamilnadu,Thanjavur,Maruthuvakudi,612101,,,,,,
Tamilnadu,Thanjavur,Maruvur,613203,,,,,,
Tamilnadu,Thanjavur,Mathur,612602,,,,,,
Tamilnadu,Thanjavur,Mathur-ayp,614206,,,,,,
Tamilnadu,Thanjavur,Mattayanthidal,614302,,,,,,
Tamilnadu,Thanjavur,Mattiyur,612504,,,,,,
Tamilnadu,Thanjavur,Mavadukurichi,614804,,,,,,
Tamilnadu,Thanjavur,Mekalathur,613102,,,,,,
Tamilnadu,Thanjavur,Melaiyur,612101,,,,,,
Tamilnadu,Thanjavur,Melakalakudi,613501,,,,,,
Tamilnadu,Thanjavur,Melakaveri,612002,,,,,,
Tamilnadu,Thanjavur,Melattur,614301,,,,,,
Tamilnadu,Thanjavur,Melauluvur,614904,,,,,,
Tamilnadu,Thanjavur,Melavasthachavadi,613005,,,,,,
Tamilnadu,Thanjavur,Mgm,Sanatorium,613402,,,,,
Tamilnadu,Thanjavur,Michaelpatti,613104,,,,,,
Tamilnadu,Thanjavur,Mohamed,Bunder,613201,,,,,
Tamilnadu,Thanjavur,Moothakurichi,614906,,,,,,
Tamilnadu,Thanjavur,Mudachikadu,614804,,,,,,
Tamilnadu,Thanjavur,Mudalchery,614602,,,,,,
Tamilnadu,Thanjavur,Mudukadu,614612,,,,,,
Tamilnadu,Thanjavur,Mukasa,Nanjikottai,613006,,,,,
Tamilnadu,Thanjavur,Mukasakaduveli,613203,,,,,,
Tamilnadu,Thanjavur,Mullakudi,613104,,,,,,
Tamilnadu,Thanjavur,Mullangudi,612502,,,,,,
Tamilnadu,Thanjavur,Mullurpattikadu,614901,,,,,,
Tamilnadu,Thanjavur,Murthiambalpuram,614019,,,,,,
Tamilnadu,Thanjavur,Murukkangudi,612202,,,,,,
Tamilnadu,Thanjavur,Muthandipatti,613402,,,,,,
Tamilnadu,Thanjavur,Nadimuthunagar,614602,,,,,,
Tamilnadu,Thanjavur,Nadiyam,614802,,,,,,
Tamilnadu,Thanjavur,Nadukaveri,613101,,,,,,
Tamilnadu,Thanjavur,Nadur,614904,,,,,,
Tamilnadu,Thanjavur,Naduvikottai,614602,,,,,,
Tamilnadu,Thanjavur,Nagarasampettai,612605,,,,,,
Tamilnadu,Thanjavur,Nagathi,613205,,,,,,
Tamilnadu,Thanjavur,Nainankulam,614602,,,,,,
Tamilnadu,Thanjavur,Nallavanniyankudikadu,613502,,,,,,
